signature,num_vertices,diameter (qtm),example antipodes (qtm),radius (qtm),example center (qtm),diameter (htm),example antipodes (htm),radius (htm),example center (htm)
0x100C00840D8423,78,22,0x48968044b40 => 0x48608230c43,11,0xc81081f0841,14,0x608b410402d => 0xc8168041b40,7,0xa301dd180
0x20C00B4200083,44,20,0x48968244001 => 0x60818134041,10,0x68005b60001,13,0x60818134041 => 0x8f68040003,7,0x48007a40211
0x2000280000C63,78,43,0x8a40005460 => 0x68800940060,22,0x1a0010d408,25,0x68800940060 => 0x8a40005460,13,0x1a0010d408
0x20086200C63,78,33,0x50041800c63 => 0x218243041102,17,0x201a8110d008,19,0xdb040080023 => 0x50041800c63,10,0xc0083900063
0x6020084000C63,78,33,0xd1040018603 => 0x328804340060,17,0x6182012d100,19,0xd1040018603 => 0x328804340060,10,0x3f80005600
0x8000B5A00C63,45,17,0xd000c638c60 => 0xc2210fb108,9,0xc018c238c60,10,0x1a6109f108 => 0xc2210fb108,5,0xc018c238c60
0x1004018C7C0C61,77,17,0x566003f7001 => 0x192c10c96282,9,0x43f8021b811,11,0x50e0c3c3061 => 0x192c10c96282,6,0x73e0029b011
0x210F0100400C04,77,25,0x4884084f004 => 0x48840964220,13,0xe800cd600,15,0x51e00204c04 => 0x61082124094,8,0x6480090d00c
0x10138880000C5E,39,11,0x1a8000849b46 => 0x1a9200d06406,6,0x1a9e00c00286,8,0x1a9200800bc6 => 0x1a9200d06406,5,0x1a9e00c00c06
0x800C0404,11,4,0x203801 => 0xda,3,0x203201,3,0x203401 => 0x203081,2,0x203201
0x180600420,38,9,0x5800020c0 => 0x580002180,5,0x52000a8000,8,0x5800020c0 => 0x580002030,4,0x52000a8000
0x100180842D8423,38,11,0x40688233c41 => 0x50608233c41,6,0x40e0429f021,7,0x40708233c41 => 0x60688333041,4,0x40e8421f021
0xB46005A1,76,13,0x1bc0022d => 0x48646218020,7,0x400f60005a0,10,0x40646218420 => 0x1bc0045a,6,0x400f60005a0
0xF7A00401,24,8,0xf7a00082 => 0x5fc002280,4,0x4018fe00800,6,0xf7a00082 => 0x5fc002280,3,0x4018fe00800
0x100000F7A00081,38,12,0xf7a00206 => 0x4017bc00402,6,0x4018fe00006,7,0x401fc600204 => 0xf7a00602,4,0x401fc600202
0x400F7A0042D,76,15,0x4017bc0022d => 0xf7a008da,8,0x440b5a245a0,9,0x4017bc0022d => 0xf7a008da,5,0x640b5a205a0
0x10F4018C600C3D,19,6,0x2416e121db090 => 0x241b6121b7090,3,0xf5800c7c003d,5,0xf7000c7c005e => 0x51b6409b6284,3,0xf5800c7c003d
0x108070842FB421,38,10,0x2126511fa288 => 0x2124511fb288,5,0x20258383f41c,6,0x717e03892088 => 0x30258383f01c,3,0x2124038ff01c
0x10867084738421,41,11,0x1838e0c03ac60 => 0x336c11896288,6,0x23fe010da018,7,0x71a44389228c => 0x1838e0c03ac60,4,0x23f6011b6088
0x18000842DB631,41,11,0x616883f8440 => 0xd00038bf01c,6,0x646843f8420,7,0xd00038bf01c => 0x505b83812c08,4,0x646843f8420
0x803184618421,24,8,0x51000c6b8060 => 0x50210fb108,4,0x4018c638860,6,0x50210fb108 => 0x51000c6b8060,3,0x4018c638860
0x1810000000C7F,41,12,0x50e00287041 => 0x40f80207101,6,0x586002e3001,8,0x50e00287041 => 0x40f80207101,4,0x586002e3001
0x20018380002D,38,14,0x46710200108 => 0x24828c0460,7,0x57600200108,14,0x24828c0460 => 0x46710200108,7,0x57600200108
0x10018080000C2D,21,6,0x40600200bc4 => 0x40600200b43,3,0x6060030002d,4,0x40600200b43 => 0x21044f082,3,0x2401217a0
0x1FE00100462,38,11,0x8b4204460822 => 0x33400426480c,6,0x1be000c0011c,8,0x5f800300461 => 0xc18646000446,4,0x1be000c0011c
0x1185808C60042D,39,11,0x56e102f8082 => 0x530405bf202,6,0x536022fc011,7,0x430c07f8602 => 0x56e102f8082,4,0x5b0403bb201
0x8407FC200C60,38,17,0x2036c30d3408 => 0x203cc10de408,9,0x20770119b808,11,0x8d30441ba220 => 0x2026c30db408,6,0x2000f5b2038c
0x8100800C63,38,17,0x70800904108 => 0x6c000740008,9,0x580400c0023,10,0x6c000740008 => 0x70800904108,5,0x8c00946040
0x10018087A00C03,38,22,0x406b6200c03 => 0x40778200294,11,0x406f4200294,13,0x40778200294 => 0x406b6200c03,7,0x406f4200c03
0x10B400863FF431,20,7,0xc4ff0638083d => 0x70b7039a483d,4,0xf40107be483d,5,0x70b7039a483d => 0xc4ff0638083d,3,0x707e839c045e
0x188400B43FF5A1,40,10,0xc7800bc3f85e => 0x30b901b4378da,7,0xb7fe05a007a1,8,0xf77e07a4081c => 0xf7000bc7685e,6,0xb7fe05a00bc2
0x30138180023D,76,17,0xd000388905e => 0x51e0820cb40,9,0x54e0422402d,14,0x51e0820cb40 => 0xd000388905e,7,0x44e8422402d
0x1084018FFC0C61,76,44,0x187700c4c007f => 0x180f70c006fe0,22,0xc578062fc031,25,0x180f70c006fe0 => 0x187700c4c007f,13,0xc4798623c431
0xF7A00C23,43,16,0xf7a00c43 => 0xc01fc600c08,8,0xd800fec0040,9,0xc01fc600c08 => 0xf7a00c23,5,0xc018fe00c20
0x1800018C000FE1,75,14,0x4a642213091 => 0x4a642213411,7,0x4360031b411,10,0x5880c08007f => 0x4a642213411,5,0x4360031b411
0xB5A00401,22,6,0xfe00082 => 0xc038461,4,0x36b400010,5,0xfe00280 => 0xfe00082,3,0x4000c038860
0x180018C200061,37,10,0x7080638400 => 0x7080638800,5,0x748003e000,7,0x7080638800 => 0x758001a010,4,0x74000bb000
0x1184008C7C0463,37,10,0x51b642892284 => 0xf5800c7c0061,6,0x77e003f8001,7,0xf5800c7c0061 => 0x51b642892284,4,0x77e003f8001
0x183FE0C000461,23,10,0x23fe01092288 => 0x23f401097288,5,0xc1b646018431,6,0x71000ffc001c => 0x73a403892288,3,0x23fe0109201c
0x10878E803C7421,15,7,0x72da0296d114 => 0x1fe800294007f,4,0x52da029ef014,6,0x1fe800294007f => 0x72da0296d114,3,0x52da029ef014
0x20018C7C0C63,40,12,0xc3f80638003 => 0xd304069f003,6,0x5b6002fb001,8,0xc3f80638003 => 0xd304069f003,4,0x5b6002fb001
0x50018C7C0C63,43,12,0x1800b8c0007bd => 0x78e0c287061,6,0x5b6003df001,8,0x50e0c3c7061 => 0x1800b8c0007bd,4,0x5b6003df001
0x80018C638C63,23,12,0x23800c7f8060 => 0x20d2210fb108,6,0x20007389239c,8,0x20d2210fb108 => 0x23800c7f8060,4,0x20007389239c
0x10843184618C23,25,12,0x53800c7f8060 => 0x2da210fb108,6,0x207e0117f008,8,0x53800c7f8060 => 0x2da210fb108,4,0x207e0117f008
0x10843184618422,37,14,0xc134040db220 => 0x448319b2188,7,0x22f40103b408,10,0x448319b2188 => 0x5800c7b8061,5,0x22f40103b408
0x18000B42D85A1,74,19,0x2f60da5a0 => 0x4f60d95a0,10,0x17681b2b40,13,0x4f60d95a0 => 0x2f60da5a0,7,0x400f60da5a0
0x1070000C7C0063,38,11,0x187800c600c1c => 0xff0002b4081,6,0x3fe0001b600,7,0x778002d8211 => 0xff0002b4081,4,0x7f0003b4081
0xF4010C7C0863,38,11,0xf6008c7c0461 => 0x1840f8c200bc3,6,0x760103ff081,7,0xf4810c7c0861 => 0xf6008c7c0461,4,0x76e103f8081
0x18401FC203C61,37,12,0x3065119b288c => 0xc37c0609a230,6,0x207e810fb408,8,0x8d30447b8222 => 0xc37c0609a230,4,0x207e810fb408
0x38E041C0030,74,30,0x4c800876804 => 0x728004541060,15,0x61820168103,17,0x4c800876804 => 0x728004541060,9,0x6982012c101
0x1087F084600431,74,21,0x337e01860821 => 0x8bc20449e222,11,0x71b643800622,14,0x8bc20449e222 => 0x337e01860821,7,0x33f60182440c
0x7000C7AC061C,74,22,0x71920bd80043 => 0x336c1118005e,12,0x23fe010c002d,14,0x8bf0043205a2 => 0x71920bd80043,7,0x336c0198005e
0x50018FFC0C1C,40,23,0x1817a0c14007f => 0x186780c24007f,12,0xc5b04613c231,15,0x1817a0c14007f => 0x186780c24007f,8,0x186f00c20087f
0xB5A00C23,42,16,0xfe00394 => 0xc01fc000c08,8,0xc0031092318,9,0xfe00394 => 0x880c27c060,5,0xc008c038063
0xB5A00C61,73,13,0xc01fc001060 => 0x182109a318,7,0x36b441108,8,0x409fc004060 => 0x182109e308,4,0x401fc000063
0x8000806C0420,18,5,0x4509a0200 => 0x50806c0400,4,0x54800c2400,5,0x50da0200 => 0x4c2809004,3,0x14401a8200
0x108409843FFC21,36,8,0x271241396d194 => 0x451a46296d314,5,0xf68007ac007f,5,0x71b60396d114 => 0x271245316d298,3,0x71920397f01c
0x8000846E0420,36,9,0x43780220008 => 0x34c0128208,5,0x53602280020,8,0x46780208040 => 0x43780220008,5,0x47780200008
0x1003FE80000861,72,17,0xb7480426080c => 0x33400426482d,9,0xc500039c005e,14,0x33400426482d => 0x33c0042245a1,7,0x33c80188901c
0x85AC0461,72,17,0x406622d0100 => 0x48768200108,9,0x40eb4200060,15,0x48768200108 => 0x187780c0,8,0x40768200061
0x10000184618821,36,11,0x788036044 => 0x500086b00c2,7,0x520107e008,7,0x788036044 => 0x500086b00c2,4,0x40072890304
0x1080338401C021,72,18,0x188063092188 => 0x1a000c678060,9,0x600b5a0030c,11,0x188063093108 => 0x1a000c678060,6,0x600b5a0030c
0x108230846D8421,72,19,0x20bc4113a608 => 0x189263892188,10,0x1800719b2388,11,0x20bc4113a608 => 0x18806389b10c,6,0x1800719b2388
0x1FC203C21,36,16,0x8fec0443 => 0x407fc200c08,9,0x2001fc203c01,10,0x407fc200230 => 0x8fec0443,5,0x2000b7a24094
0x1EC5B0B40007A0,36,11,0x188d685f0b44 => 0x6000bc3fc5e,6,0xb60805a1f42d,7,0x40eb43d85a3 => 0x60eb42d87b0,4,0x40885bdf42d
0xF7A00461,40,11,0x5001fc600108 => 0xf7a00461,6,0x400f7a00118,7,0xf7a00862 => 0x212643092088,4,0x400f7a00118
0x2000018C1C0C62,71,11,0x4a642213081 => 0x42642213411,6,0x4000c707063,8,0x42642213411 => 0x4a642213081,4,0x400318045ad
0xC000B5AFB5AD,37,11,0x20916b5b6b5a => 0x8801fc3f8fe0,7,0x2000b7bdb5ad,6,0x20116b5b6b5e => 0x30016bdb6b5a,5,0x2000f5adb5bd
0x10858085A00C63,71,28,0x20b641049b42 => 0x72920bd40060,14,0x65e20398103,16,0x20b641049b42 => 0x72920bd40060,8,0x4de202f4101
0x108400B47D85A3,71,20,0xf53605b40063 => 0x419681ffb40,12,0x324005b7f02d,13,0xf53605b40063 => 0x419683f8b43,7,0x58005bff02d
0x20018C600C60,22,9,0x7080638c00 => 0x7580038003,5,0x770003b000,7,0x7080638c00 => 0x7580038003,4,0x770003b000
0xB5A00C01,35,11,0xfe00083 => 0x36b401080,6,0x401fc000210,7,0xfe00086 => 0x36b401080,4,0x401fc000084
0x184008C638462,70,20,0x20136b448308 => 0x21b443093088,10,0x21b40309b018,12,0x31a443892088 => 0x20136b448308,6,0x21b40309b018
0x40B5A00C63,40,12,0x20c2210f3108 => 0x22800c778060,6,0xc008fe00063,8,0x22800c778060 => 0x20c2210f3108,4,0xc008fe00063
0x50018C1C5C60,39,12,0xe8e0c60011c => 0x28e0c002fe0,6,0x50000c74007f,8,0xe8e0c600388 => 0x7080c0c007f,4,0x50000c74007f
0x10B4018C638461,35,15,0x3065119b6888 => 0xc1b4441bb220,8,0xc0358603f430,10,0xc1b4441bb220 => 0x3065119b6888,5,0xc134061bf030
0x108D8080400C5A,36,16,0x58e4036c200 => 0xb48840964220,8,0xac01ef600,9,0x70610368083 => 0xc81029cb804,5,0xc00c03e8603
0x10867884218431,35,9,0xc7300605b830 => 0x73800fe00621,6,0x73a40183640c,7,0x71800ff00431 => 0xc5b04401f620,4,0x73800fe00431
0x308800B42D85A3,36,16,0xd800bc36c5a => 0x8b681feb40,8,0xab41ff5a0,9,0xc8107a5b82d => 0x600b45f85a3,5,0xeb41fd5a0
0x10C4318620043D,69,19,0x1878007a2481c => 0x26102185f80c2,10,0x336c118007a1,14,0xc5b0443a420c => 0xc37e060c0046,7,0x336c118007a1
0x18C200061,68,9,0x2450812010 => 0x48c002460,5,0x340201a400,7,0x1821028108 => 0x48c102060,4,0x340007a000
0x300C0080200C23,21,7,0x228a0014d100 => 0xe8002940023,4,0xe90005c0003,6,0xe9000160103 => 0xe8002940023,3,0x28a0016f000
0x80018020002D,34,6,0x506c8080 => 0x4c28c0400,4,0x1482026010,6,0x50c86002 => 0x582809004,3,0x14020a6010
0x803184618C21,34,8,0xc018c638460 => 0x20f40103ac08,5,0x4018c638063,5,0xc1340409a230 => 0x52210fb108,3,0x4018c638c60
0x108180846D8423,68,14,0x41f88237041 => 0x50e182b7041,7,0x586042fb021,8,0xd0e046b8023 => 0xc1188637043,4,0x586042fb021
0x108440843FF421,40,14,0x71245116d388 => 0x451247016d388,7,0x7192039b601c,9,0x2616c0394911c => 0xc748038db20c,5,0x26192131b6098
0x1007FE80200462,34,10,0xb7480426082d => 0x241240296d11c,5,0x53fe02800462,7,0x241240296d11c => 0xb748018c005e,4,0xb7c80188003d
0x1740008002D,34,16,0x258082002d => 0x34c0002b40,8,0x758000002d,16,0x25828005a0 => 0x34c0002b40,8,0x758000002d
0x1181808C60042D,36,11,0xe5009bb804 => 0x4378223c011,6,0x461107f8880,7,0x4318223f011 => 0xe5009bb804,4,0x34c01fe600
0x100580C7A00C01,34,10,0x312c0108422d => 0xd0007ae4014,6,0xef4123280,6,0x312c0108422d => 0xd0007ae4014,3,0x400f4720283
0x1071A48100007F,34,11,0x181f68c49204 => 0xc27806000fe1,6,0x406f4327601,11,0xc2780604007f => 0x180d68c4f006,6,0xc0ef4720601
0xB40045A0,35,6,0x445e022 => 0x20b4005a0,4,0x2601b0300,5,0x441e222 => 0x36800002d,3,0x451e022
0x1000018C000061,35,8,0x1821008118 => 0x1821108108,5,0x40063040108,6,0x1821108108 => 0x3980018002,3,0x3c0001a400
0x1FC600C61,67,13,0x212643093088 => 0xd000fe80061,7,0xffc003060,8,0x212643093088 => 0xd000fe80061,4,0x401fc600063
0x100190802005AD,67,13,0x4065024b0c1 => 0x4071020007f,7,0x5460020007f,11,0x4c21e4618 => 0x50610200b5a,6,0x4468020007f
0x10818087AC042D,67,13,0x21001bc49bc4 => 0x20118b5c0c2d,7,0x2000c7b2423d,11,0x21001bc49bc4 => 0x2025839c9c44,6,0x2000c7b2423d
0x85AC0401,33,8,0x1b448090 => 0x1b448280,4,0x7b24010,5,0x603d030 => 0x1b448082,4,0x400b4406002
0x1FC600C01,33,9,0xf7a00094 => 0xf7a00086,5,0x400f7a00c00,5,0xf7a00083 => 0xf7a00094,3,0x401fc600003
0x1180008C6C0461,33,13,0x4718043f002 => 0x530407b8202,7,0x560107f8080,9,0x530407b8202 => 0x4718043f002,5,0x34c20db410
0x40800000C63,66,21,0x48042000c03 => 0x40810800c03,11,0xca00025400,13,0x48042000c03 => 0x40810800c03,7,0x1a0004d800
0x60000000C63,33,11,0x68000144060 => 0x60010800c03,6,0x6000000039c,7,0x60010800c03 => 0x68000144060,4,0x8e00007200
0x10018080000C63,33,11,0xa800c5460 => 0x40642200c03,6,0xe000075a0,7,0xa800c5460 => 0x40642200c03,4,0xe000075a0
0x80000C038C63,21,11,0x8fe00294 => 0x5fc000294,6,0xc008fe00003,7,0x8fe00294 => 0x5fc000294,4,0xc000fe80003
0x58C000C7F,36,11,0x33800fe3 => 0x58c0007bd,6,0x4b60027b001,7,0x33800fe3 => 0x58c0007bd,4,0x4b60225b001
0x108180840D8423,66,16,0x1b4007bd => 0xc116800007f,8,0x4060621bc21,9,0xc1168000b5a => 0x7a00bde,5,0x6060631b021
0x80018620002D,66,17,0x24c28c0420 => 0x2582809044,9,0x53642200100,17,0x2582809044 => 0x24c28c0420,9,0x57600220100
0x187A00C2D,66,13,0x6f60015a0 => 0x4f6000bc4,7,0x6f40035a0,9,0xd0007a8005a => 0x4f6000c5a,5,0x6b40235a0
0xB400818C042D,33,9,0x406c43e0608 => 0x3226f191,5,0x505a838c0408,6,0x407063a4818 => 0x4370038085a,3,0x2000838ed414
0xC7AC0401,33,12,0x4b6026410 => 0x4b6026090,6,0x6f4122200,11,0xc7ac0404 => 0xc7ac0401,6,0x6b6026010
0x168000842FB421,33,9,0x301260db6302 => 0x2024c19e960c,5,0x2000838ff41c,6,0x887d0458082d => 0x301288cf6442,3,0x2000838ff41c
0x1184008C7F8463,65,14,0x1870e0c2f8063 => 0x8b7c045f9022,7,0x71b64389221c,8,0x1858e0c3bc061 => 0x33f6019b6088,4,0x336c019fb00c
0x1005808C2C3461,65,10,0x50338283d014 => 0x467003b3881,6,0x467003b7801,7,0xc3e806d8600 => 0x50338283d014,4,0x46f003b3801
0x308C00840D9420,65,23,0x20ae41164220 => 0x60e18334041,12,0xd800307601c,13,0x60e18334041 => 0xc81061d8821,7,0x68005b6002d
0x1000008FEC0461,65,15,0x3024c30d3408 => 0x3065011b2888,8,0x50136bc00460,11,0x3024c30d3408 => 0x3065011b2888,6,0x400b7a2411c
0x20108100000C03,65,34,0x8a00005888 => 0x188000020c03,17,0x4880014400c,20,0x188000020c03 => 0x48800040223,10,0x4880014400c
0x20408100000C03,65,34,0xc8002000883 => 0x8a00005608,17,0x6880004400c,20,0xc8002000883 => 0x8a00005608,10,0x6880004400c
0x100002B4000C03,65,34,0x40820090394 => 0xa01017608,17,0x4880105600c,20,0xc800b400884 => 0x880101688c,10,0x4880105600c
0x18018080000C23,65,34,0x1a8c00540100 => 0xa1004d888,17,0x48e0024400c,20,0xa1004d888 => 0xcc00004082d,10,0x48e0024400c
0x188D8080000C00,65,34,0xa800c5608 => 0xc80020005a3,17,0x4880084d00c,20,0xa800c5608 => 0xc80020005a3,10,0x4880084d00c
0x21187308800863,65,18,0xd8007ba401c => 0x8af0043205a2,12,0x88f0045205a3,12,0x8af0043205a2 => 0xd8007ba401c,6,0x21a6011e402d
0x180002C00,10,7,0x242009000 => 0x252001000,4,0x12800084,5,0x242009000 => 0x252001000,3,0x12800084
0x100000000005AD,8,4,0x607083 => 0x607403,2,0x40000000fe0,3,0x647003 => 0x607083,2,0x1b5a
0x1000018C600861,32,12,0x47180039002 => 0x47180038402,6,0x344201b410,9,0x47180038402 => 0x47180039002,5,0x344201b410
0x100C00807C0403,8,5,0x780003c7001 => 0x509242800c03,3,0x70e003c0003,3,0x509242800c03 => 0x1b0000586086,2,0x70e003c0003
0x2118018C6008C2,19,6,0x7f000690282 => 0x71800c78001c,3,0x71000c7c0031,5,0x7f000439802 => 0x71800c78001c,3,0x71000c7c0031
0x10F40000000C7F,8,5,0x509242924294 => 0x240921216d090,3,0x50da02964014,3,0x240921216d090 => 0x2409252125290,2,0x50da02964014
0x100596802C3421,20,9,0x417803c3c41 => 0x45296d29c,5,0x20005296f294,5,0x407803cbc41 => 0x417803c3c41,3,0x2000529ed294
0x218401FC200460,32,14,0x2012630da308 => 0xc1344409e220,7,0x2076010fe008,9,0xc1344409e220 => 0x2052210fe108,5,0x2076010fe008
0x100180806005A3,32,10,0x40f8020402d => 0x40f80204b40,6,0x6820e7410,7,0x252049bc0 => 0x40f8020402d,4,0x6c01e3600
0x20401FC203461,64,18,0xf4800c738060 => 0x8932441bc220,9,0x18016bc0911c,11,0x18136bc00861 => 0xf4800c738060,6,0x306c811f2408
0x168000B42D85A3,64,14,0x19683b7b41 => 0x87a3fc3d,7,0xc0087adb42d,9,0x406f42d87b0 => 0x417683b0b43,5,0xc0087a3f03d
0x120084200C63,32,22,0x60013000c63 => 0x60810996080,11,0x6000380039c,13,0x60013000c63 => 0x60810996080,7,0x6000380039c
0x2020084200C63,64,33,0x48041800c63 => 0x40860800c63,17,0x180042092294,19,0x40860800c63 => 0x48041800c63,10,0xc8003800463
0x200F01004000C6,64,29,0x70e00304104 => 0x48f00244300,15,0x486002c021c,17,0x48f00244300 => 0x70e00304104,9,0xc00c0809614
0x2009118400C63,32,22,0x40632200c63 => 0x7b800055a0,11,0x7e000075a0,13,0x7b800055a0 => 0x40632200c63,7,0x40670200c63
0x10058086200C63,64,34,0x5012c1800c63 => 0xd30401e0223,17,0x5a642200c23,19,0x40f1820039c => 0x5012c1800c63,10,0x5a642200394
0x47000839C043D,32,12,0x26102185ce0c2 => 0x5124509247a1,6,0x1b6c00cc005e,8,0x24124129245b1 => 0xc586443a420c,4,0x1b6c00cc005e
0x10B4008C6F8461,64,19,0x8932445be222 => 0xc0fd0619a830,10,0x307e819f2408,11,0x180738c406bc2 => 0x3065111fb888,6,0xb400f5b2430c
0x843046200C2D,64,18,0xd0007aa401c => 0x33241118005a,12,0x406f6200c42,12,0x33241118005a => 0xd0007aa401c,6,0x21a4010e402d
0x108440B5AFB5AD,35,15,0x23800febf07f => 0x1800bfc1fafe0,8,0x30018fe3f47f,10,0x1800bfc1fafe0 => 0x21000ffff07f,5,0x30018fe3f47f
0x180600C08,20,7,0x452800003 => 0x52800103,4,0x5300029000,6,0x452800c00 => 0x52800103,3,0x52000a9000
0xB42D85A1,31,7,0x28b43605a => 0x1b53605a,4,0x7b1b02d,5,0x1b43605e => 0x1b4360da,4,0x7a1b42d
0x2118018C60085E,31,10,0x7fe00238802 => 0x5124500df280,5,0x51a4029b6014,8,0x1b6c10c30882 => 0x51a4409b6280,4,0x51a4029b6014
0x20088000000C63,62,18,0x60810800c03 => 0x4c800064804,9,0x780000c0203,11,0x588000c0214 => 0x60810800c03,6,0xc8000740011
0x18000802005AD,19,7,0x528cb084 => 0x5829c2c00,4,0x14c212c210,6,0x4528c9084 => 0x5829c2c00,3,0x5064028b001
0x100001847D8C21,62,16,0x1852208f9104 => 0x50e082b30c1,8,0x7881f6c40,10,0x189262899104 => 0x180d88437042,5,0x4078421f821
0x100190802C042D,62,15,0x5809c0c2d => 0x50c490de,8,0xc1f0060005a,13,0x50c4f0c6 => 0x406c0203b41,7,0x50602227031
0x1001808FEC0421,62,20,0xf7b24298 => 0xf7b2421c,10,0x2001fc607083,11,0x407fc2030c1 => 0x407fc203841,6,0x20018ffc0c04
0x120080000C63,62,32,0x8a40005860 => 0x60800944108,16,0x6000080039c,19,0x60800944108 => 0x8a40005860,10,0x60000800c63
0x10018080800C63,62,32,0x68602340060 => 0x60e10304108,16,0x1e00007b40,19,0x60e10304108 => 0x68602340060,10,0x1e00007b40
0x8F4200C63,31,12,0x228004778021 => 0x5000bc0039c,6,0xc810bc00063,7,0x5000bc0039c => 0x21a643041102,4,0x201a8111f008
0x108C00B47D85A1,62,17,0x8842b41fd5a0 => 0x508047adb22d,9,0x500185a3fc2d,12,0x508047adb22d => 0x8c40b41fc5a1,6,0x500185a3fc2d
0x180000C08,34,9,0x242003000 => 0x242001020,5,0x200c60,7,0x608c00 => 0x242001020,4,0x400000c60
0x18C002C60,35,9,0x182102c108 => 0x186100c108,6,0x70c003060,7,0x186100c108 => 0x2450812210,4,0x3d0001e000
0x180408040,30,9,0x12880040 => 0x10680040,5,0x50c00100,7,0x10680040 => 0x12880040,5,0x410820020
0x8000F4200060,30,9,0x2010c3012008 => 0x2010204b8100,5,0x2000c3812008,7,0x201060498100 => 0x2010c3012008,5,0x20018403a020
0x10F4018C60043D,12,6,0x5124501ff280 => 0xf7000c6c005e,3,0xf5000c7c003d,5,0x51b6409b6280 => 0xf7000c6c005e,3,0xf5000c7c003d
0x30000A00000283,6,5,0xe8000000c14 => 0x68800045800,3,0x28a00005280,3,0x68800045800 => 0xe8000000c14,2,0xe8000000283
0x44800000C63,60,21,0x6080010d108 => 0x69800104108,11,0x1a0004d840,13,0x69800104108 => 0x6080010d108,7,0x69000149040
0x21000802C3611,6,5,0xc000282dc14 => 0x48f003c4800,3,0xa5016d280,3,0x606803c0403 => 0xc000282dc14,2,0xa5016d280
0x1011968080002D,30,8,0x4c01e062d => 0x406403a022d,4,0x181f00c00b40,6,0x44610248bc0 => 0x181e80c00b40,3,0x191e00c00b40
0x1000008FEC042D,60,13,0x407fc20045a => 0x407fc20042d,7,0x401fc2035a1,10,0x407fc200b44 => 0x8fec043d,5,0x303f01992808
0x8000F43237A1,30,8,0x2024c19e062d => 0x301368c06b42,4,0xb400c41fa620,6,0x30130bd8082d => 0x880d78448bc0,3,0xb400c41fa620
0x828C047F,30,10,0x40650200b5a => 0x4064020bb41,5,0x41640200fe0,9,0x50203fe1 => 0x5000203fe1,5,0x41640200fe0
0x1000018C7C0C11,30,11,0x189263809804 => 0x180880c001fe0,6,0x4018c7c0c06,8,0x189263809804 => 0x180880c001fe0,4,0x4018c7c0c06
0x2308010C7C0863,30,10,0x7fe00298203 => 0x1bf200cb0086,6,0x18f800c60043d,7,0x7fe00298203 => 0x1bf200cb0086,4,0x7fe002d8011
0x1184008C6C047F,30,10,0x530407ff203 => 0x196010cff086,6,0x760106ff083,7,0x1840f8c200bda => 0x530407ff203,4,0xf4018c7c0c61
0x183F00C08007F,33,18,0xc0fc0603e830 => 0xc4798603c031,9,0x2035811dfc08,11,0xc0fc0603e830 => 0xc4798603c031,6,0x2035811dfc08
0x10525A02800C06,8,4,0xf68000000bc6 => 0x1a800292d414,2,0x52da02840806,3,0x1a800292d414 => 0x529202824c14,2,0xf68000000c5e
0x83FE04000631,17,8,0x33c80421c621 => 0xc7800305b818,4,0x23fe01000c1c,6,0xc78005b24181 => 0x738005b24421,3,0x23fe01000c1c
0x1021A48380007F,30,10,0x8c0f786480c0 => 0x30138bdc0c20,5,0x30130bd89844,9,0x2024838c047f => 0x2074810c047f,5,0x30130bd89844
0x201B010FF80806,16,8,0x202f811d2c1c => 0xc4f80603c831,4,0xc2f80603c431,6,0xc4f80603c831 => 0x202f811d2c1c,3,0xc2f80603c431
0x1081B0840005A3,59,15,0x20a44116022d => 0x40768200c5a,8,0x48644378220,10,0x606b430002d => 0x40768200bc4,5,0x486603f0300
0x168400B43D85A3,59,15,0x8c8007b3f03d => 0x880f685b0bc3,8,0x300885bdf42d,11,0x880eb44d97a2 => 0x3093689f0b46,6,0xb4fe05b4002d
0x10B4018C6005AD,29,9,0x477803f8c02 => 0x477803f8c01,5,0x476802ff401,7,0x477803f8c01 => 0x471805fec02,4,0x47e802fb401
0x800184618420,58,10,0x78601a020 => 0x58601b020,7,0x40188638040,8,0x440118b2008 => 0x4106209a100,5,0x52010ba008
0x58401B420,31,8,0x450200b8102 => 0x41062099100,5,0x500107e008,6,0x41062099100 => 0x450200b8102,4,0x520107a008
0x73800C60011C,16,6,0x17e001d8011 => 0x51a442812604,3,0x7f800298201,4,0x7f000618601 => 0x73800c087060,2,0x7f800298201
0x470000C14007F,17,8,0x5025801d2c14 => 0x1b2c00496282,4,0x186800c00087f,6,0x5025801d2c14 => 0x1b2c00496282,3,0x186800c00087f
0x87AC0463,58,15,0x21a44304002d => 0x2002c30d3408,8,0x406f420018c,10,0x2002c30d3408 => 0x1968207061,5,0x406f420018c
0x10060000800C63,58,29,0x5c800064804 => 0x68800940061,15,0x780000c8211,17,0x4c80000438c => 0x68800940061,9,0x588000cc201
0x1004018FFC0C61,58,32,0x180f60c006fe0 => 0x186700c64007f,16,0xc0b44613e630,19,0x186700c64007f => 0x180f60c006fe0,10,0xc530461bd230
0x168400F62DB5A1,29,11,0xb44105bfb82d => 0xb4c105bbb82d,6,0xb400c7adb43d,7,0xb44105bfb82d => 0xb4c105bbb82d,4,0xb64085afb42d
0x182800008,33,10,0x2880060 => 0x10620020,5,0x4c2000020,8,0x2880060 => 0x10620020,4,0x4c2000020
0x118001FC6005A1,57,17,0x21bc411ba208 => 0x88738443e022,9,0x2134031bf018,10,0x3124530db088 => 0x312c519b2208,5,0x2134031bf018
